index,order_id,date,status,fulfilment,sales_channel,ship_level,style,sku,category,size,asin,courier_status,qty,currency,amount,ship_city,ship_state,ship_postal,ship_country,promotion_ids,b2b,fulfilled_by
2878,889-8225155-8463717,04-20-22,Returned,Amazon,Amazon.in,Expedited,ST496,ST496-SR-XS,Bottom,M,B5596903608,Returned,1,INR,606.26,Kanpur,Uttar Pradesh,221385,IN,,False,Easy Ship
2879,585-1868228-3618614,06-01-22,Delivered,Amazon,Amazon.in,Standard,ST372,ST372-WD-L,Kurta,M,B1856004651,Delivered,1,INR,865.81,Kanpur,Uttar Pradesh,341522,IN,,False,Easy Ship
2880,312-7203961-4234782,11-28-22,Shipped,Merchant,Amazon.in,Standard,ST966,ST966-KR-M,Kurta,XS,B4325013901,Shipped,3,INR,2200.29,Hyderabad,Telangana,137498,IN,,False,Easy Ship
2881,304-9376239-2247918,07-20-22,Cancelled,Amazon,Amazon.in,Expedited,ST224,ST224-KR-L,Set,XS,B3329545541,,0,INR,0.0,Meerut,Uttar Pradesh,107231,IN,,False,Easy Ship
2882,629-8330900-1578518,06-30-22,Delivered,Amazon,Amazon.in,Standard,ST407,ST407-KR-XL,Blouse,L,B8867514147,Delivered,1,INR,561.3,Agra,Uttar Pradesh,721785,IN,,False,Easy Ship
2883,953-2650664-5511227,03-02-23,Shipped,Amazon,Amazon.in,Standard,ST727,ST727-WD-S,Kurta,Free,B1713454802,Shipped,3,INR,2643.96,Delhi,Delhi,723988,IN,,False,Easy Ship
2884,633-8507206-6132214,03-05-23,Shipped,Amazon,Amazon.in,Expedited,ST817,ST817-WD-XL,Top,S,B1955020780,Shipped,3,INR,1830.18,Faridabad,Haryana,719873,IN,,False,Easy Ship
2885,366-3914395-9039701,04-23-22,Delivered,Merchant,Amazon.in,Standard,ST252,ST252-SR-L,Set,M,B4181477159,Delivered,1,INR,1160.55,Kanpur,Uttar Pradesh,554550,IN,,False,Easy Ship
2886,999-8857227-3489966,06-27-22,Shipped,Merchant,Amazon.in,Standard,ST679,ST679-WD-Free,Kurta,L,B4435370604,Shipped,1,INR,369.07,Agra,Uttar Pradesh,120164,IN,,False,Easy Ship
2887,103-9567798-3260770,12-16-22,Delivered,Amazon,Amazon.in,Expedited,ST168,ST168-KR-L,Saree,M,B4217222015,Delivered,1,INR,1974.45,Faridabad,Haryana,627766,IN,,False,Easy Ship
2888,675-4024776-5176643,09-29-22,Delivered,Merchant,Amazon.in,Expedited,ST565,ST565-WD-XS,Bottom,S,B6561720072,Delivered,1,INR,744.28,Bengaluru,Karnataka,187972,IN,,False,Easy Ship
2889,219-3355921-7398092,01-27-23,Cancelled,Merchant,Amazon.in,Expedited,ST931,ST931-TP-Free,Kurta,L,B9263844312,,0,INR,0.0,Mumbai,Maharashtra,160760,IN,,False,Easy Ship
2890,681-4028779-9011739,08-01-22,Shipped,Amazon,Amazon.in,Expedited,ST739,ST739-KR-Free,Kurta,L,B6074881814,Shipped,1,INR,300.65,Hyderabad,Telangana,326862,IN,,False,Easy Ship
2891,819-7784751-9274967,09-25-22,Delivered,Amazon,Amazon.in,Expedited,ST145,ST145-SR-L,Set,XS,B6411152572,Delivered,2,INR,3380.1,Ahmedabad,Gujarat,456902,IN,,False,Easy Ship
2892,149-9472602-1598142,10-31-22,Pending,Amazon,Amazon.in,Standard,ST740,ST740-WD-M,Kurta,XXL,B5459763890,,1,INR,517.11,Surat,Gujarat,552020,IN,,False,Easy Ship
2893,501-1808196-7237801,08-12-22,Delivered,Amazon,Amazon.in,Standard,ST316,ST316-SR-S,Bottom,L,B1134167042,Delivered,2,INR,1595.5,Nashik,Maharashtra,725188,IN,,False,Easy Ship
2894,605-9755640-5421254,09-06-22,Shipped,Amazon,Amazon.in,Standard,ST725,ST725-WD-L,Ethnic Dress,L,B8811925683,Shipped,2,INR,3620.82,Bengaluru,Karnataka,348523,IN,,False,Easy Ship
2895,123-1681902-5682128,11-09-22,Shipped,Amazon,Amazon.in,Expedited,ST549,ST549-TP-M,Ethnic Dress,S,B3476264189,Shipped,3,INR,7318.14,Jaipur,Rajasthan,455457,IN,,False,Easy Ship
2896,833-5157221-7604560,06-07-22,Delivered,Merchant,Amazon.in,Standard,ST281,ST281-TP-XS,Top,M,B1436552405,Delivered,1,INR,664.37,Surat,Gujarat,711568,IN,,False,Easy Ship
2897,176-6292845-5166336,11-28-22,Cancelled,Amazon,Amazon.in,Standard,ST476,ST476-WD-M,Top,XS,B4398770562,,0,INR,0.0,Agra,Uttar Pradesh,617789,IN,,False,Easy Ship
2898,191-1035767-2940725,04-14-22,Shipped,Amazon,Amazon.in,Expedited,ST312,ST312-SR-XL,Kurta,S,B1043430688,Shipped,1,INR,844.69,Vadodara,Gujarat,764810,IN,,False,Easy Ship
2899,575-6830019-9205157,01-31-23,Shipped,Merchant,Amazon.in,Standard,ST801,ST801-KR-XXL,Set,S,B7681775428,Shipped,2,INR,2618.06,Ahmedabad,Gujarat,470720,IN,,False,Easy Ship
2900,328-5847434-7688721,08-15-22,Cancelled,Amazon,Amazon.in,Standard,ST713,ST713-KR-M,Kurta,Free,B1968273344,,0,INR,0.0,Nashik,Maharashtra,778277,IN,,False,Easy Ship
2901,841-7401597-1324259,02-26-23,Cancelled,Merchant,Amazon.in,Standard,ST910,ST910-KR-S,Kurta,Free,B3380225784,,0,INR,0.0,Bhopal,Madhya Pradesh,781249,IN,,False,Easy Ship
2902,619-7722781-5197247,01-26-23,Shipped,Merchant,Amazon.in,Standard,ST424,ST424-SR-XL,Ethnic Dress,M,B8987327028,Shipped,3,INR,6889.5,Surat,Gujarat,327769,IN,,False,Easy Ship
2903,186-6095718-6094585,01-03-23,Shipped,Merchant,Amazon.in,Standard,ST401,ST401-SR-L,Ethnic Dress,L,B4240045657,Shipped,1,INR,1021.94,Pune,Maharashtra,335503,IN,,False,Easy Ship
2904,328-8849130-6133161,12-19-22,Shipped,Amazon,Amazon.in,Expedited,ST437,ST437-SR-M,Blouse,M,B6662659723,Shipped,1,INR,621.85,Meerut,Uttar Pradesh,326569,IN,,False,Easy Ship
2905,915-6736000-3635194,01-29-23,Pending,Amazon,Amazon.in,Standard,ST269,ST269-SR-XL,Bottom,S,B3549648294,,1,INR,351.99,Kolkata,West Bengal,518900,IN,,False,Easy Ship
2906,190-1331042-7343371,12-24-22,Cancelled,Merchant,Amazon.in,Expedited,ST723,ST723-SR-XS,Kurta,3XL,B6452592996,,0,INR,0.0,Kolkata,West Bengal,630238,IN,,False,Easy Ship
2907,323-6530519-5203413,11-02-22,Delivered,Amazon,Amazon.in,Expedited,ST469,ST469-WD-XXL,Bottom,M,B9995713837,Delivered,1,INR,489.19,Kolkata,West Bengal,143521,IN,,False,Easy Ship
2908,303-5257405-7325190,01-07-23,Shipped,Amazon,Amazon.in,Standard,ST508,ST508-WD-XL,Western Dress,XXL,B5990889429,Shipped,1,INR,1809.04,Meerut,Uttar Pradesh,123764,IN,,False,Easy Ship
2909,669-4740199-2287289,09-17-22,Shipped,Amazon,Amazon.in,Standard,ST330,ST330-WD-3XL,Top,XXL,B5498959047,Shipped,1,INR,696.8,Vadodara,Gujarat,311186,IN,,True,Easy Ship
2910,177-7021568-2042114,03-23-23,Shipped,Amazon,Amazon.in,Standard,ST608,ST608-SR-XS,Ethnic Dress,M,B7595533714,Shipped,2,INR,4584.24,Hyderabad,Telangana,336865,IN,,False,Easy Ship
2911,379-2458978-9522024,02-25-23,Pending,Amazon,Amazon.in,Standard,ST861,ST861-TP-M,Kurta,3XL,B3636749817,,1,INR,901.9,Bengaluru,Karnataka,620275,IN,,False,Easy Ship
2912,638-3229324-1768794,11-21-22,Delivered,Amazon,Amazon.in,Expedited,ST922,ST922-TP-M,Bottom,Free,B3589837128,Delivered,1,INR,476.54,Patna,Bihar,472817,IN,,False,Easy Ship
2913,895-6382972-4189520,09-18-22,Returned,Merchant,Amazon.in,Expedited,ST442,ST442-KR-XS,Top,XS,B5074983128,Returned,1,INR,511.52,Delhi,Delhi,767976,IN,,False,Easy Ship
2914,359-8914866-5711727,10-17-22,Cancelled,Amazon,Amazon.in,Standard,ST169,ST169-TP-S,Set,XXL,B2057820213,,0,INR,0.0,Meerut,Uttar Pradesh,197678,IN,,False,Easy Ship
2915,370-5061379-7988976,12-17-22,Cancelled,Amazon,Amazon.in,Expedited,ST887,ST887-WD-Free,Top,L,B4883239538,,0,INR,0.0,Surat,Gujarat,458636,IN,,False,Easy Ship
2916,130-2342609-9264470,10-16-22,Cancelled,Amazon,Amazon.in,Standard,ST169,ST169-TP-L,Western Dress,Free,B9544214276,,0,INR,0.0,Rajkot,Gujarat,190147,IN,,False,Easy Ship
2917,437-8157610-3120708,12-18-22,Pending,Merchant,Amazon.in,Standard,ST909,ST909-WD-3XL,Kurta,L,B6779831617,,1,INR,711.32,Delhi,Delhi,361521,IN,,False,Easy Ship
2918,452-2920648-4242436,11-28-22,Delivered,Amazon,Amazon.in,Expedited,ST880,ST880-KR-M,Western Dress,3XL,B6746580536,Delivered,1,INR,758.06,Nagpur,Maharashtra,790688,IN,,False,Easy Ship
2919,328-7315388-9030884,11-07-22,Delivered,Amazon,Amazon.in,Standard,ST450,ST450-WD-XXL,Top,3XL,B5662142685,Delivered,2,INR,1300.82,Kolkata,West Bengal,287428,IN,,False,Easy Ship
2920,559-7060748-7006761,12-18-22,Delivered,Amazon,Amazon.in,Standard,ST874,ST874-WD-XXL,Kurta,3XL,B5241791152,Delivered,2,INR,1766.3,Jaipur,Rajasthan,518707,IN,,False,Easy Ship
2921,616-4370328-1187425,08-12-22,Delivered,Amazon,Amazon.in,Standard,ST606,ST606-SR-M,Ethnic Dress,XS,B1885456541,Delivered,1,INR,1395.06,Delhi,Delhi,786878,IN,,False,Easy Ship
2922,971-6925457-9685662,06-15-22,Returned,Amazon,Amazon.in,Standard,ST986,ST986-SR-S,Set,XS,B3946429290,Returned,1,INR,2308.4,Jaipur,Rajasthan,783082,IN,,False,Easy Ship
2923,376-3965194-5702643,08-01-22,Pending,Amazon,Amazon.in,Expedited,ST662,ST662-TP-M,Ethnic Dress,XS,B1730916142,,1,INR,1717.76,Chennai,Tamil Nadu,745179,IN,,False,Easy Ship
2924,829-8572886-7720426,02-16-23,Cancelled,Amazon,Amazon.in,Standard,ST734,ST734-KR-XL,Bottom,L,B3544217671,,0,INR,0.0,Lucknow,Uttar Pradesh,789092,IN,,False,Easy Ship
2925,516-3056784-7772243,07-09-22,Shipped,Merchant,Amazon.in,Standard,ST591,ST591-KR-M,Kurta,M,B3018721159,Shipped,1,INR,848.87,Bhopal,Madhya Pradesh,612531,IN,,False,Easy Ship
2926,682-2969102-7674004,03-24-23,Cancelled,Amazon,Amazon.in,Expedited,ST755,ST755-WD-S,Saree,3XL,B6465752880,,0,INR,0.0,Amritsar,Punjab,226131,IN,,False,Easy Ship
2927,502-3890592-2275012,01-21-23,Pending,Amazon,Amazon.in,Standard,ST758,ST758-SR-L,Top,M,B7428604744,,2,INR,1129.8,Rajkot,Gujarat,288908,IN,,False,Easy Ship
2928,962-8434360-2543541,03-18-23,Returned,Amazon,Amazon.in,Standard,ST566,ST566-KR-L,Top,XXL,B9145926077,Returned,1,INR,228.69,Patna,Bihar,644014,IN,,False,Easy Ship
2929,614-1925444-1434408,07-08-22,Cancelled,Amazon,Amazon.in,Standard,ST423,ST423-WD-XXL,Western Dress,M,B8935381645,,0,INR,0.0,Chennai,Tamil Nadu,406513,IN,,False,Easy Ship
2930,630-4115369-4032184,05-20-22,Delivered,Amazon,Amazon.in,Standard,ST167,ST167-TP-M,Western Dress,L,B1884809148,Delivered,1,INR,856.52,Jaipur,Rajasthan,218776,IN,,False,Easy Ship
2931,720-4312137-2962415,11-20-22,Shipped,Amazon,Amazon.in,Standard,ST583,ST583-SR-3XL,Ethnic Dress,M,B3623044782,Shipped,1,INR,661.42,Bengaluru,Karnataka,510199,IN,,False,Easy Ship
2932,469-5107518-5078098,09-26-22,Delivered,Amazon,Amazon.in,Standard,ST430,ST430-KR-M,Set,M,B9833465831,Delivered,1,INR,1090.97,Agra,Uttar Pradesh,192847,IN,,True,Easy Ship
2933,881-8533031-8905860,05-06-22,Cancelled,Merchant,Amazon.in,Standard,ST399,ST399-TP-XXL,Top,M,B1541201950,,0,INR,0.0,Varanasi,Uttar Pradesh,199921,IN,,False,Easy Ship
2934,437-6144166-7222599,04-22-22,Shipped,Amazon,Amazon.in,Standard,ST168,ST168-TP-M,Saree,XL,B5935900578,Shipped,1,INR,1248.29,Indore,Madhya Pradesh,515289,IN,,False,Easy Ship
2935,619-2964127-1509323,03-09-23,Cancelled,Merchant,Amazon.in,Standard,ST419,ST419-TP-XXL,Set,M,B9464197839,,0,INR,0.0,Indore,Madhya Pradesh,303410,IN,,False,Easy Ship
2936,401-3463256-3351107,04-12-22,Shipped,Amazon,Amazon.in,Standard,ST381,ST381-WD-XXL,Kurta,M,B1922023212,Shipped,1,INR,1008.7,Nashik,Maharashtra,744040,IN,,False,Easy Ship
2937,689-4473685-9432891,12-04-22,Delivered,Amazon,Amazon.in,Standard,ST654,ST654-WD-XS,Blouse,XL,B7128037538,Delivered,1,INR,500.03,Pune,Maharashtra,224431,IN,,False,Easy Ship
2938,477-1043265-7166495,01-31-23,Pending,Merchant,Amazon.in,Standard,ST954,ST954-KR-S,Bottom,L,B8956892525,,1,INR,373.78,Chennai,Tamil Nadu,412545,IN,,False,Easy Ship
2939,985-6481627-5531367,04-20-22,Cancelled,Amazon,Amazon.in,Standard,ST417,ST417-KR-XS,Kurta,M,B6379901984,,0,INR,0.0,Agra,Uttar Pradesh,117768,IN,,False,Easy Ship
2940,853-2807295-3008515,08-13-22,Cancelled,Amazon,Amazon.in,Expedited,ST300,ST300-WD-S,Set,S,B5445710565,,0,INR,0.0,Pune,Maharashtra,702214,IN,,False,Easy Ship
2941,985-2115016-4941694,10-12-22,Pending,Merchant,Amazon.in,Standard,ST962,ST962-KR-XXL,Top,Free,B5849297826,,2,INR,548.86,Rajkot,Gujarat,168958,IN,,False,Easy Ship
2942,125-1457944-2250363,01-19-23,Shipped,Amazon,Amazon.in,Standard,ST409,ST409-WD-L,Kurta,3XL,B6379772205,Shipped,3,INR,3377.07,Nashik,Maharashtra,114252,IN,,False,Easy Ship
2943,746-4281797-5475360,07-17-22,Cancelled,Amazon,Amazon.in,Expedited,ST723,ST723-TP-M,Bottom,L,B8776156093,,0,INR,0.0,Pune,Maharashtra,317657,IN,,False,Easy Ship
2944,325-4004244-6769483,02-17-23,Delivered,Amazon,Amazon.in,Standard,ST910,ST910-KR-M,Kurta,XXL,B6533191356,Delivered,1,INR,500.46,Delhi,Delhi,423238,IN,,False,Easy Ship
2945,199-7786754-4528558,03-25-23,Delivered,Merchant,Amazon.in,Expedited,ST438,ST438-TP-M,Kurta,M,B3047958734,Delivered,1,INR,850.37,Patna,Bihar,133124,IN,,False,Easy Ship
2946,625-2234695-7651324,05-21-22,Pending,Amazon,Amazon.in,Standard,ST741,ST741-KR-M,Kurta,S,B6176788593,,1,INR,498.03,Hyderabad,Telangana,562011,IN,,False,Easy Ship
2947,366-3422695-1235049,04-22-22,Returned,Amazon,Amazon.in,Standard,ST367,ST367-WD-XXL,Western Dress,XL,B1479092209,Returned,2,INR,2009.94,Vadodara,Gujarat,792390,IN,,False,Easy Ship
2948,124-4596257-8586575,01-04-23,Cancelled,Amazon,Amazon.in,Expedited,ST146,ST146-WD-L,Western Dress,XL,B7037669016,,0,INR,0.0,Meerut,Uttar Pradesh,186557,IN,,False,Easy Ship
2949,569-2302616-4168658,05-02-22,Delivered,Amazon,Amazon.in,Standard,ST567,ST567-TP-XL,Ethnic Dress,XS,B4213009458,Delivered,1,INR,1091.61,Indore,Madhya Pradesh,721309,IN,,False,Easy Ship
2950,999-1561727-1039513,03-30-23,Shipped,Amazon,Amazon.in,Expedited,ST495,ST495-KR-L,Kurta,3XL,B1447064199,Shipped,1,INR,541.75,Surat,Gujarat,639707,IN,,False,Easy Ship
2951,696-5771821-6458616,12-16-22,Shipped,Merchant,Amazon.in,Standard,ST206,ST206-KR-Free,Bottom,M,B3152725048,Shipped,1,INR,681.54,Hyderabad,Telangana,442704,IN,,False,Easy Ship
2952,164-1982410-4200355,06-19-22,Shipped,Amazon,Amazon.in,Standard,ST779,ST779-SR-XS,Top,L,B9427341281,Shipped,1,INR,269.79,Kanpur,Uttar Pradesh,227042,IN,,False,Easy Ship
2953,868-1633910-7815292,12-20-22,Shipped,Amazon,Amazon.in,Standard,ST339,ST339-WD-M,Kurta,L,B5328189790,Shipped,1,INR,1150.0,Indore,Madhya Pradesh,531306,IN,,False,Easy Ship
2954,178-2078450-3763156,03-26-23,Pending,Merchant,Amazon.in,Expedited,ST965,ST965-KR-XS,Bottom,L,B3639427354,,1,INR,306.23,Indore,Madhya Pradesh,124045,IN,,False,Easy Ship
2955,617-6157836-2668340,07-05-22,Cancelled,Amazon,Amazon.in,Standard,ST326,ST326-WD-L,Western Dress,XL,B4742325655,,0,INR,0.0,Surat,Gujarat,422208,IN,,False,Easy Ship
2956,790-1228359-6750207,04-29-22,Cancelled,Amazon,Amazon.in,Standard,ST421,ST421-WD-XL,Bottom,XL,B8859286636,,0,INR,0.0,Mumbai,Maharashtra,107768,IN,,False,Easy Ship
2957,187-1440891-9420900,09-17-22,Cancelled,Amazon,Amazon.in,Standard,ST556,ST556-SR-S,Kurta,M,B7234833632,,0,INR,0.0,Meerut,Uttar Pradesh,589542,IN,,False,Easy Ship
2958,447-6639687-2527998,01-19-23,Delivered,Amazon,Amazon.in,Standard,ST621,ST621-KR-M,Kurta,XXL,B8051874039,Delivered,2,INR,2408.34,Nashik,Maharashtra,721759,IN,,False,Easy Ship
2959,664-6125195-3374827,05-20-22,Delivered,Amazon,Amazon.in,Expedited,ST595,ST595-WD-S,Set,XL,B4380396280,Delivered,1,INR,780.12,Indore,Madhya Pradesh,602839,IN,,False,Easy Ship
2960,493-6274064-2784556,05-09-22,Shipped,Amazon,Amazon.in,Standard,ST758,ST758-SR-S,Blouse,M,B9396954226,Shipped,1,INR,276.46,Delhi,Delhi,355822,IN,,False,Easy Ship
2961,880-7371105-3301600,08-04-22,Cancelled,Amazon,Amazon.in,Standard,ST209,ST209-TP-M,Western Dress,S,B5740485556,,0,INR,0.0,Meerut,Uttar Pradesh,163498,IN,,False,Easy Ship
2962,289-2403406-5731115,08-23-22,Shipped,Amazon,Amazon.in,Standard,ST534,ST534-TP-M,Kurta,M,B4172407543,Shipped,1,INR,509.93,Ahmedabad,Gujarat,773388,IN,,False,Easy Ship
2963,154-6130065-8824548,11-29-22,Shipped,Merchant,Amazon.in,Expedited,ST124,ST124-WD-L,Ethnic Dress,S,B6193610941,Shipped,2,INR,5477.5,Rajkot,Gujarat,782100,IN,,False,Easy Ship
2964,115-8513406-8289061,05-10-22,Pending,Amazon,Amazon.in,Expedited,ST165,ST165-WD-M,Top,L,B4792963660,,1,INR,744.84,Kanpur,Uttar Pradesh,752805,IN,,False,Easy Ship
2965,208-5742559-9373552,04-14-22,Delivered,Amazon,Amazon.in,Expedited,ST141,ST141-SR-S,Top,S,B5016405342,Delivered,1,INR,486.61,Varanasi,Uttar Pradesh,790133,IN,,False,Easy Ship
2966,388-3388891-3157325,12-04-22,Shipped,Amazon,Amazon.in,Expedited,ST934,ST934-KR-Free,Kurta,Free,B9959571765,Shipped,1,INR,1183.36,Chennai,Tamil Nadu,697603,IN,,False,Easy Ship
2967,541-7813520-8913298,07-18-22,Returned,Amazon,Amazon.in,Standard,ST214,ST214-SR-S,Set,S,B4951257996,Returned,1,INR,1108.07,Chennai,Tamil Nadu,533394,IN,,False,Easy Ship
2968,478-9289419-8611033,05-05-22,Returned,Amazon,Amazon.in,Standard,ST910,ST910-KR-S,Ethnic Dress,S,B2642195700,Returned,2,INR,3982.2,Hyderabad,Telangana,711212,IN,,False,Easy Ship
2969,233-4527137-7764688,04-06-22,Delivered,Amazon,Amazon.in,Expedited,ST286,ST286-SR-M,Blouse,L,B3250579039,Delivered,3,INR,1370.67,Surat,Gujarat,455381,IN,,False,Easy Ship
2970,985-1432966-9710053,11-23-22,Delivered,Merchant,Amazon.in,Expedited,ST762,ST762-SR-M,Ethnic Dress,S,B9513095288,Delivered,1,INR,2548.87,Amritsar,Punjab,474316,IN,,False,Easy Ship
2971,599-5369497-9538905,04-26-22,Returned,Amazon,Amazon.in,Standard,ST161,ST161-WD-Free,Top,XXL,B8744291142,Returned,1,INR,413.77,Bengaluru,Karnataka,278242,IN,,False,Easy Ship
2972,569-2958366-3005362,09-06-22,Cancelled,Amazon,Amazon.in,Expedited,ST651,ST651-SR-Free,Top,L,B7880333513,,0,INR,0.0,Pune,Maharashtra,179714,IN,,False,Easy Ship
2973,630-5893648-7289739,08-26-22,Delivered,Amazon,Amazon.in,Expedited,ST702,ST702-SR-L,Top,3XL,B9926834553,Delivered,1,INR,510.78,Varanasi,Uttar Pradesh,585294,IN,,False,Easy Ship
2974,434-5779831-3028499,05-24-22,Returned,Amazon,Amazon.in,Standard,ST425,ST425-SR-L,Kurta,3XL,B3754979393,Returned,2,INR,2405.24,Meerut,Uttar Pradesh,390755,IN,,False,Easy Ship
2975,552-1927273-6179878,11-22-22,Cancelled,Amazon,Amazon.in,Standard,ST715,ST715-KR-L,Ethnic Dress,XS,B9095885875,,0,INR,0.0,Bhopal,Madhya Pradesh,491413,IN,,False,Easy Ship
2976,459-3942887-2819373,05-24-22,Delivered,Amazon,Amazon.in,Standard,ST254,ST254-SR-S,Top,L,B9134620657,Delivered,1,INR,848.67,Bengaluru,Karnataka,702616,IN,,False,Easy Ship
2977,971-2754990-9356186,02-25-23,Delivered,Merchant,Amazon.in,Standard,ST741,ST741-WD-M,Kurta,S,B7048751033,Delivered,1,INR,665.03,Varanasi,Uttar Pradesh,765483,IN,,False,Easy Ship
2978,258-9477292-3269058,08-17-22,Delivered,Amazon,Amazon.in,Standard,ST321,ST321-SR-M,Top,XS,B2913177067,Delivered,3,INR,2191.53,Meerut,Uttar Pradesh,293815,IN,,False,Easy Ship
2979,163-2792709-5674026,10-10-22,Pending,Merchant,Amazon.in,Standard,ST448,ST448-WD-Free,Set,M,B7571918440,,1,INR,1414.22,Indore,Madhya Pradesh,539744,IN,,True,Easy Ship
2980,837-4273698-4009394,06-22-22,Delivered,Amazon,Amazon.in,Standard,ST220,ST220-TP-L,Kurta,L,B1760262289,Delivered,1,INR,872.58,Bhopal,Madhya Pradesh,101121,IN,,False,Easy Ship
2981,785-6892788-3124094,09-19-22,Shipped,Amazon,Amazon.in,Standard,ST653,ST653-TP-M,Top,S,B3763273710,Shipped,1,INR,736.64,Nashik,Maharashtra,362191,IN,,False,Easy Ship
2982,513-1571953-5990817,04-17-22,Shipped,Amazon,Amazon.in,Standard,ST650,ST650-SR-L,Kurta,M,B1765287289,Shipped,2,INR,1952.82,Amritsar,Punjab,250767,IN,,False,Easy Ship
2983,517-1460746-6659350,11-29-22,Cancelled,Amazon,Amazon.in,Expedited,ST704,ST704-WD-XXL,Bottom,M,B7667768586,,0,INR,0.0,Hyderabad,Telangana,470824,IN,,False,Easy Ship
2984,146-8640852-8674117,08-25-22,Shipped,Amazon,Amazon.in,Expedited,ST322,ST322-KR-3XL,Kurta,XXL,B3132276038,Shipped,1,INR,1125.81,Jaipur,Rajasthan,250373,IN,,False,Easy Ship
2985,184-9156173-7574665,08-29-22,Pending,Merchant,Amazon.in,Standard,ST268,ST268-SR-XS,Saree,XL,B9896053297,,1,INR,1819.6,Surat,Gujarat,594058,IN,,False,Easy Ship
2986,803-3523183-4487613,04-17-22,Shipped,Amazon,Amazon.in,Standard,ST768,ST768-TP-S,Kurta,M,B7739866303,Shipped,1,INR,1105.55,Vadodara,Gujarat,481796,IN,,False,Easy Ship
2987,768-5062673-4139279,12-25-22,Delivered,Merchant,Amazon.in,Expedited,ST921,ST921-KR-L,Top,M,B4347400714,Delivered,1,INR,399.57,Bhopal,Madhya Pradesh,676988,IN,,False,Easy Ship
2988,841-7147674-6450622,06-26-22,Delivered,Amazon,Amazon.in,Standard,ST528,ST528-KR-L,Kurta,3XL,B9051740797,Delivered,2,INR,2450.54,Indore,Madhya Pradesh,236101,IN,,False,Easy Ship
2989,859-7468084-1583734,08-31-22,Cancelled,Amazon,Amazon.in,Expedited,ST786,ST786-SR-S,Ethnic Dress,L,B4973562958,,0,INR,0.0,Nashik,Maharashtra,498516,IN,,False,Easy Ship
2990,601-8800038-1555671,04-23-22,Delivered,Amazon,Amazon.in,Standard,ST875,ST875-TP-M,Blouse,XS,B3192939173,Delivered,1,INR,240.27,Rajkot,Gujarat,792306,IN,,False,Easy Ship
2991,506-5505052-6460944,07-31-22,Cancelled,Amazon,Amazon.in,Standard,ST561,ST561-WD-M,Western Dress,S,B6011289755,,0,INR,0.0,Pune,Maharashtra,408392,IN,,False,Easy Ship
2992,982-4122834-7782345,10-19-22,Shipped,Amazon,Amazon.in,Standard,ST849,ST849-WD-S,Ethnic Dress,XL,B7291228848,Shipped,3,INR,4102.62,Nashik,Maharashtra,174745,IN,,False,Easy Ship
2993,179-7801839-5885012,03-15-23,Shipped,Amazon,Amazon.in,Standard,ST565,ST565-WD-XXL,Kurta,M,B2729573462,Shipped,1,INR,1010.42,Surat,Gujarat,237091,IN,,False,Easy Ship
2994,514-7280832-9129618,12-01-22,Shipped,Amazon,Amazon.in,Expedited,ST499,ST499-KR-L,Set,XL,B3031458327,Shipped,1,INR,1159.7,Agra,Uttar Pradesh,370903,IN,,False,Easy Ship
2995,626-4372598-4263287,07-20-22,Cancelled,Amazon,Amazon.in,Standard,ST340,ST340-TP-XS,Top,3XL,B7078618095,,0,INR,0.0,Ahmedabad,Gujarat,328737,IN,,False,Easy Ship
2996,122-9075369-7194486,02-24-23,Cancelled,Amazon,Amazon.in,Standard,ST630,ST630-KR-XL,Kurta,S,B6355083938,,0,INR,0.0,Nashik,Maharashtra,350170,IN,,False,Easy Ship
2997,581-1096085-3606985,03-04-23,Shipped,Merchant,Amazon.in,Standard,ST933,ST933-KR-M,Western Dress,M,B8114785355,Shipped,1,INR,1506.08,Patna,Bihar,346271,IN,,False,Easy Ship
2998,947-4819660-3943128,11-17-22,Shipped,Amazon,Amazon.in,Expedited,ST943,ST943-WD-L,Blouse,M,B9029311313,Shipped,1,INR,435.14,Chennai,Tamil Nadu,527441,IN,,False,Easy Ship
2999,846-5136382-7630696,06-04-22,Cancelled,Amazon,Amazon.in,Standard,ST725,ST725-WD-Free,Kurta,3XL,B8378553033,,0,INR,0.0,Jaipur,Rajasthan,324674,IN,,False,Easy Ship
3000,783-7986840-2263422,09-24-22,Returned,Amazon,Amazon.in,Expedited,ST726,ST726-KR-3XL,Kurta,XL,B9577267305,Returned,1,INR,1291.13,Patna,Bihar,126691,IN,,False,Easy Ship
3001,250-5507839-6068929,07-28-22,Shipped,Amazon,Amazon.in,Standard,ST503,ST503-WD-L,Bottom,L,B5227048893,Shipped,1,INR,655.23,Agra,Uttar Pradesh,294697,IN,,False,Easy Ship
3002,204-6291094-6843618,12-04-22,Shipped,Amazon,Amazon.in,Standard,ST283,ST283-WD-S,Set,XXL,B4029596590,Shipped,1,INR,1920.75,Patna,Bihar,435634,IN,,False,Easy Ship
3003,821-7620824-6674920,08-08-22,Shipped,Merchant,Amazon.in,Standard,ST470,ST470-KR-S,Set,M,B9919193409,Shipped,1,INR,2314.2,Nashik,Maharashtra,542586,IN,,True,Easy Ship
3004,449-8789481-6430906,11-05-22,Shipped,Amazon,Amazon.in,Standard,ST932,ST932-KR-Free,Western Dress,S,B2996088354,Shipped,1,INR,1328.7,Nashik,Maharashtra,702891,IN,,False,Easy Ship
